day,month,year,Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUI,FWI,Classes,Region
8,11.0,2019.0,26.8,54.0,10.6,0.0,21.9,54.0,19.9,0.0,46.6,0.0,not fire,Karnataka
8,11.0,2019.0,31.8,51.9,10.5,0.0,21.6,54.2,20.8,0.0,46.9,0.0,not fire,Odisha
8,11.0,2019.0,32.5,30.2,15.7,1.5,101.0,54.5,20.9,2.3,47.2,5.7,fire,Rajasthan
8,11.0,2019.0,19.7,44.6,4.9,0.0,23.8,54.1,18.6,0.0,46.5,0.0,not fire,Jammu and Kashmir
8,11.0,2019.0,28.6,78.5,0.6,0.0,25.3,53.6,20.2,0.0,46.3,0.0,not fire,Kerala
8,11.0,2019.0,32.8,39.6,16.5,0.0,20.6,54.4,21.0,0.0,47.1,0.0,not fire,Tamil Nadu
15,11.0,2019.0,22.2,59.3,10.5,2.94,101.0,53.9,19.8,1.7,46.5,4.3,not fire,Uttarakhand
15,11.0,2019.0,18.1,44.5,6.7,0.0,23.4,54.1,18.3,0.0,46.4,0.0,not fire,Himachal Pradesh
15,11.0,2019.0,27.7,50.2,8.5,0.33,22.3,54.1,20.0,0.0,46.7,0.0,not fire,Madhya Pradesh
15,11.0,2019.0,28.3,39.5,11.2,1.15,101.0,54.3,20.2,1.8,46.9,4.5,not fire,Maharashtra
15,11.0,2019.0,25.8,48.0,3.6,2.97,101.0,54.1,20.4,1.2,46.8,2.9,not fire,Karnataka
15,11.0,2019.0,31.8,65.8,16.3,0.0,20.9,53.9,20.8,0.0,46.7,0.0,not fire,Odisha
15,11.0,2019.0,30.1,36.0,3.4,0.0,24.1,54.4,20.5,0.0,47.0,0.0,not fire,Rajasthan
15,11.0,2019.0,11.8,45.8,6.1,0.05,23.9,54.0,17.2,0.0,46.1,0.0,not fire,Jammu and Kashmir
15,11.0,2019.0,34.5,77.0,3.0,0.0,23.8,53.8,21.3,0.0,46.6,0.0,not fire,Kerala
15,11.0,2019.0,35.8,70.9,14.3,3.88,101.0,53.9,22.7,2.1,46.9,5.3,not fire,Tamil Nadu
22,11.0,2019.0,24.7,66.1,0.0,0.0,25.8,53.8,19.5,0.0,46.4,0.0,not fire,Uttarakhand
22,11.0,2019.0,23.1,43.9,12.2,0.0,22.0,54.2,19.2,0.0,46.6,0.0,not fire,Himachal Pradesh
22,11.0,2019.0,28.9,52.6,6.2,0.0,22.7,54.1,20.3,0.0,46.7,0.0,not fire,Madhya Pradesh
22,11.0,2019.0,34.8,46.7,8.6,4.61,101.0,54.3,22.8,1.6,47.3,3.9,not fire,Maharashtra
22,11.0,2019.0,30.6,53.4,7.2,0.0,22.4,54.1,20.6,0.0,46.8,0.0,not fire,Karnataka
22,11.0,2019.0,28.1,44.1,3.5,0.0,23.7,54.2,20.1,0.0,46.8,0.0,not fire,Odisha
22,11.0,2019.0,30.0,32.8,2.8,0.0,24.5,54.4,20.4,0.0,47.1,0.0,not fire,Rajasthan
22,11.0,2019.0,16.8,56.2,9.5,0.0,22.9,53.9,18.1,0.0,46.2,0.0,not fire,Jammu and Kashmir
22,11.0,2019.0,26.2,50.3,5.7,0.0,23.1,54.1,19.8,0.0,46.7,0.0,not fire,Kerala
22,11.0,2019.0,29.7,71.0,3.8,1.32,101.0,53.8,20.4,1.2,46.5,2.9,not fire,Tamil Nadu
29,11.0,2019.0,24.1,58.8,14.2,0.0,21.6,53.9,19.4,0.0,46.5,0.0,not fire,Uttarakhand
29,11.0,2019.0,21.0,45.3,2.5,0.0,24.5,54.1,18.8,0.0,46.5,0.0,not fire,Himachal Pradesh
29,11.0,2019.0,30.8,22.5,6.8,4.38,21.5,54.6,22.0,0.0,47.5,0.0,not fire,Madhya Pradesh
29,11.0,2019.0,28.6,43.0,15.0,1.74,101.0,54.2,20.2,2.2,46.9,5.5,fire,Maharashtra
29,11.0,2019.0,32.4,57.2,4.7,0.0,22.9,54.1,20.9,0.0,46.8,0.0,not fire,Karnataka
29,11.0,2019.0,30.2,60.5,0.0,1.42,101.0,54.0,20.5,1.0,46.7,2.3,not fire,Odisha
29,11.0,2019.0,31.7,39.5,13.5,0.0,21.2,54.3,20.8,0.0,47.0,0.0,not fire,Rajasthan
29,11.0,2019.0,12.2,34.4,4.9,0.0,24.6,54.1,17.3,0.0,46.3,0.0,not fire,Jammu and Kashmir
29,11.0,2019.0,26.5,86.8,11.8,0.0,24.3,53.4,19.8,0.0,46.1,0.0,not fire,Kerala
29,11.0,2019.0,35.5,59.1,13.6,0.0,20.7,54.1,21.4,0.0,46.9,0.0,not fire,Tamil Nadu
1,12.0,2019.0,11.9,49.9,16.5,0.0,22.2,55.1,16.8,0.0,47.1,0.0,not fire,Uttarakhand
1,12.0,2019.0,8.3,64.4,11.5,1.32,101.0,54.9,16.2,1.8,46.8,4.6,not fire,Himachal Pradesh
1,12.0,2019.0,18.2,59.2,5.6,2.62,101.0,55.1,18.0,1.3,47.2,3.3,not fire,Madhya Pradesh
1,12.0,2019.0,19.6,64.4,12.1,0.0,22.5,55.0,18.2,0.0,47.2,0.0,not fire,Maharashtra
1,12.0,2019.0,16.1,69.6,6.1,0.0,24.0,54.9,17.6,0.0,47.0,0.0,not fire,Karnataka
1,12.0,2019.0,19.8,62.5,4.0,0.0,24.0,55.0,18.3,0.0,47.3,0.0,not fire,Odisha
1,12.0,2019.0,21.5,40.9,8.2,0.89,101.0,55.4,18.6,1.5,47.6,3.9,not fire,Rajasthan
1,12.0,2019.0,6.2,68.6,6.2,0.0,24.7,54.8,15.8,0.0,46.6,0.0,not fire,Jammu and Kashmir
1,12.0,2019.0,17.7,59.1,4.6,0.0,23.9,55.1,17.9,0.0,47.2,0.0,not fire,Kerala
1,12.0,2019.0,20.5,92.0,11.4,0.0,26.2,54.4,18.4,0.0,46.7,0.0,not fire,Tamil Nadu
8,12.0,2019.0,20.5,67.2,10.6,0.91,101.0,55.0,18.4,1.7,47.2,4.4,not fire,Uttarakhand
8,12.0,2019.0,7.4,66.6,11.5,0.0,23.8,54.8,16.0,0.0,46.7,0.0,not fire,Himachal Pradesh
8,12.0,2019.0,14.6,51.6,11.2,0.0,22.7,55.1,17.3,0.0,47.2,0.0,not fire,Madhya Pradesh
8,12.0,2019.0,19.1,47.9,10.3,0.0,22.6,55.2,18.2,0.0,47.4,0.0,not fire,Maharashtra
8,12.0,2019.0,17.0,72.3,12.0,0.0,23.2,54.9,17.8,0.0,47.0,0.0,not fire,Karnataka
8,12.0,2019.0,25.1,85.3,5.5,0.0,24.9,54.7,19.2,0.0,47.1,0.0,not fire,Odisha
8,12.0,2019.0,19.7,34.2,5.6,0.0,24.0,55.5,18.3,0.0,47.6,0.0,not fire,Rajasthan
8,12.0,2019.0,11.5,69.7,7.3,0.0,24.2,54.8,16.8,0.0,46.8,0.0,not fire,Jammu and Kashmir
8,12.0,2019.0,18.1,79.4,9.5,0.0,24.1,54.7,18.0,0.0,47.0,0.0,not fire,Kerala
8,12.0,2019.0,22.1,45.0,7.9,0.0,22.9,55.3,18.7,0.0,47.6,0.0,not fire,Tamil Nadu
15,12.0,2019.0,18.5,73.3,6.2,0.0,24.0,54.9,18.0,0.0,47.1,0.0,not fire,Uttarakhand
15,12.0,2019.0,3.1,69.9,9.0,0.0,24.6,54.7,15.3,0.0,46.5,0.0,not fire,Himachal Pradesh
15,12.0,2019.0,19.9,78.4,10.0,0.0,23.8,54.8,18.3,0.0,47.0,0.0,not fire,Madhya Pradesh
15,12.0,2019.0,17.8,65.2,5.9,0.0,23.8,55.0,17.9,0.0,47.2,0.0,not fire,Maharashtra
15,12.0,2019.0,22.9,77.4,11.6,0.0,23.2,54.8,18.8,0.0,47.2,0.0,not fire,Karnataka
15,12.0,2019.0,24.3,75.2,7.4,0.0,23.5,54.9,19.1,0.0,47.3,0.0,not fire,Odisha
15,12.0,2019.0,25.4,41.2,6.2,1.53,101.0,55.4,19.3,1.4,47.7,3.5,not fire,Rajasthan
15,12.0,2019.0,9.1,54.3,6.7,0.94,101.0,55.0,16.3,1.4,46.9,3.5,not fire,Jammu and Kashmir
15,12.0,2019.0,20.0,80.6,10.6,0.0,23.9,54.7,18.3,0.0,47.0,0.0,not fire,Kerala
15,12.0,2019.0,19.5,58.0,11.2,3.21,101.0,55.1,19.0,1.8,47.4,4.6,not fire,Tamil Nadu
22,12.0,2019.0,8.8,85.5,13.3,0.0,25.5,54.5,16.3,0.0,46.4,0.0,not fire,Uttarakhand
22,12.0,2019.0,8.9,73.0,9.2,2.45,101.0,54.7,16.3,1.6,46.7,4.0,not fire,Himachal Pradesh
22,12.0,2019.0,20.7,69.7,6.1,0.0,23.7,55.0,18.4,0.0,47.2,0.0,not fire,Madhya Pradesh
22,12.0,2019.0,18.1,72.3,8.8,0.0,23.6,54.9,18.0,0.0,47.1,0.0,not fire,Maharashtra
22,12.0,2019.0,14.5,74.8,9.3,0.0,24.0,54.8,17.3,0.0,46.9,0.0,not fire,Karnataka
22,12.0,2019.0,21.3,83.7,17.3,0.65,101.0,54.7,18.5,2.4,47.0,6.1,not fire,Odisha
22,12.0,2019.0,20.8,58.7,10.7,0.0,22.5,55.1,18.4,0.0,47.3,0.0,not fire,Rajasthan
22,12.0,2019.0,5.2,59.7,11.9,0.6,101.0,54.9,15.6,1.9,46.7,4.7,not fire,Jammu and Kashmir
22,12.0,2019.0,17.6,82.2,12.6,0.0,24.2,54.7,17.9,0.0,46.9,0.0,not fire,Kerala
22,12.0,2019.0,24.4,59.9,10.5,0.0,22.2,55.1,19.1,0.0,47.5,0.0,not fire,Tamil Nadu
29,12.0,2019.0,10.9,73.6,5.1,3.68,101.0,54.8,17.7,1.3,46.9,3.2,not fire,Uttarakhand
29,12.0,2019.0,12.0,83.0,9.9,0.0,25.1,54.6,16.9,0.0,46.6,0.0,not fire,Himachal Pradesh
29,12.0,2019.0,20.7,52.3,1.3,1.31,101.0,55.2,18.4,1.1,47.4,2.5,not fire,Madhya Pradesh
29,12.0,2019.0,24.1,67.7,10.0,0.0,22.6,55.0,19.0,0.0,47.4,0.0,not fire,Maharashtra
29,12.0,2019.0,18.3,60.2,3.6,0.0,24.2,55.1,18.0,0.0,47.2,0.0,not fire,Karnataka
29,12.0,2019.0,15.8,67.5,10.4,0.0,23.2,54.9,17.6,0.0,47.0,0.0,not fire,Odisha
29,12.0,2019.0,24.9,58.7,0.0,0.0,25.8,55.2,19.2,0.0,47.5,0.0,not fire,Rajasthan
29,12.0,2019.0,5.0,50.2,7.9,0.0,24.0,55.0,15.6,0.0,46.8,0.0,not fire,Jammu and Kashmir
29,12.0,2019.0,21.2,89.1,10.4,1.77,101.0,54.5,18.5,1.7,46.8,4.3,not fire,Kerala
29,12.0,2019.0,26.3,61.0,5.8,0.0,23.1,55.2,19.4,0.0,47.5,0.0,not fire,Tamil Nadu
1,1.0,2020.0,14.5,99.0,7.0,5.47,101.0,53.9,19.2,1.5,46.4,3.5,not fire,Uttarakhand
1,1.0,2020.0,7.7,68.0,4.8,0.0,24.8,54.8,16.1,0.0,46.7,0.0,not fire,Himachal Pradesh
1,1.0,2020.0,20.1,80.6,2.4,0.0,25.3,54.7,18.3,0.0,47.0,0.0,not fire,Madhya Pradesh
1,1.0,2020.0,21.5,68.5,6.8,0.0,23.4,55.0,18.6,0.0,47.3,0.0,not fire,Maharashtra
1,1.0,2020.0,17.6,51.6,10.5,0.0,22.7,55.2,17.9,0.0,47.3,0.0,not fire,Karnataka
1,1.0,2020.0,17.0,82.0,2.2,0.0,25.7,54.7,17.8,0.0,46.9,0.0,not fire,Odisha
1,1.0,2020.0,18.9,38.3,7.7,0.0,23.3,55.4,18.1,0.0,47.5,0.0,not fire,Rajasthan
1,1.0,2020.0,8.0,64.0,9.9,0.0,23.8,54.9,16.1,0.0,46.8,0.0,not fire,Jammu and Kashmir
1,1.0,2020.0,18.1,73.2,8.0,0.0,23.8,54.9,18.0,0.0,47.1,0.0,not fire,Kerala
1,1.0,2020.0,18.6,68.2,5.0,0.0,24.0,54.9,18.0,0.0,47.1,0.0,not fire,Tamil Nadu
8,1.0,2020.0,11.8,73.4,4.4,1.89,101.0,54.8,16.8,1.3,46.8,3.0,not fire,Uttarakhand
8,1.0,2020.0,13.2,78.5,6.6,0.0,24.8,54.7,17.1,0.0,46.8,0.0,not fire,Himachal Pradesh
8,1.0,2020.0,15.4,56.2,14.7,0.0,22.2,55.1,17.5,0.0,47.2,0.0,not fire,Madhya Pradesh
8,1.0,2020.0,24.2,62.9,8.7,0.0,22.7,55.1,19.1,0.0,47.4,0.0,not fire,Maharashtra
8,1.0,2020.0,16.4,68.4,5.3,0.0,24.1,54.9,17.7,0.0,47.1,0.0,not fire,Karnataka
8,1.0,2020.0,20.4,82.1,13.0,1.08,101.0,54.7,18.4,2.0,47.0,5.0,not fire,Odisha
8,1.0,2020.0,25.1,50.1,5.2,0.0,23.3,55.3,19.2,0.0,47.6,0.0,not fire,Rajasthan
8,1.0,2020.0,11.1,70.2,0.0,0.0,26.5,54.8,16.7,0.0,46.8,0.0,not fire,Jammu and Kashmir
8,1.0,2020.0,20.2,89.1,5.3,0.0,26.0,54.5,18.3,0.0,46.8,0.0,not fire,Kerala
8,1.0,2020.0,23.8,75.0,6.0,0.0,23.8,54.9,19.0,0.0,47.2,0.0,not fire,Tamil Nadu
15,1.0,2020.0,15.4,65.8,3.6,0.0,24.5,54.9,17.5,0.0,47.0,0.0,not fire,Uttarakhand
15,1.0,2020.0,13.8,64.4,12.4,3.87,101.0,54.9,18.3,1.9,47.2,4.8,not fire,Himachal Pradesh
15,1.0,2020.0,15.6,64.3,3.1,0.0,24.5,55.0,17.5,0.0,47.1,0.0,not fire,Madhya Pradesh
15,1.0,2020.0,12.5,45.4,15.8,0.0,22.2,55.2,17.0,0.0,47.2,0.0,not fire,Maharashtra
15,1.0,2020.0,18.3,71.8,3.4,0.17,24.6,54.9,18.0,0.0,47.1,0.0,not fire,Karnataka
15,1.0,2020.0,22.0,63.6,2.1,0.0,24.4,55.1,18.7,0.0,47.3,0.0,not fire,Odisha
15,1.0,2020.0,19.3,68.5,16.4,0.0,22.2,55.0,18.2,0.0,47.2,0.0,not fire,Rajasthan
15,1.0,2020.0,2.9,52.4,10.8,0.0,23.7,55.0,15.2,0.0,46.7,0.0,not fire,Jammu and Kashmir
15,1.0,2020.0,20.9,77.6,4.8,1.21,101.0,54.8,18.5,1.3,47.1,3.2,not fire,Kerala
15,1.0,2020.0,24.4,65.5,7.5,0.0,22.9,55.1,19.1,0.0,47.4,0.0,not fire,Tamil Nadu
22,1.0,2020.0,15.1,81.4,3.1,0.0,25.6,54.7,17.4,0.0,46.8,0.0,not fire,Uttarakhand
22,1.0,2020.0,11.9,76.1,7.8,0.11,24.5,54.7,16.9,0.0,46.8,0.0,not fire,Himachal Pradesh
22,1.0,2020.0,12.5,85.3,7.4,0.0,25.7,54.5,17.0,0.0,46.6,0.0,not fire,Madhya Pradesh
22,1.0,2020.0,21.0,54.9,6.2,0.0,23.3,55.2,18.5,0.0,47.4,0.0,not fire,Maharashtra
22,1.0,2020.0,23.0,69.2,9.7,0.0,22.8,55.0,18.8,0.0,47.3,0.0,not fire,Karnataka
22,1.0,2020.0,21.8,80.4,5.6,0.1,24.5,54.8,18.6,0.0,47.1,0.0,not fire,Odisha
22,1.0,2020.0,20.4,42.4,8.4,0.0,22.9,55.3,18.4,0.0,47.5,0.0,not fire,Rajasthan
22,1.0,2020.0,6.6,73.3,4.8,0.0,25.2,54.7,15.9,0.0,46.6,0.0,not fire,Jammu and Kashmir
22,1.0,2020.0,20.5,77.9,3.9,0.0,24.7,54.8,18.4,0.0,47.1,0.0,not fire,Kerala
22,1.0,2020.0,23.1,64.5,8.6,0.0,22.8,55.1,18.9,0.0,47.4,0.0,not fire,Tamil Nadu
29,1.0,2020.0,15.8,63.1,12.4,0.0,22.8,55.0,17.6,0.0,47.1,0.0,not fire,Uttarakhand
29,1.0,2020.0,9.3,85.2,10.8,0.0,25.6,54.5,16.4,0.0,46.5,0.0,not fire,Himachal Pradesh
29,1.0,2020.0,17.0,82.7,4.9,0.0,25.3,54.7,17.8,0.0,46.8,0.0,not fire,Madhya Pradesh
29,1.0,2020.0,16.4,72.2,7.1,0.96,101.0,54.9,17.7,1.5,47.0,3.6,not fire,Maharashtra
29,1.0,2020.0,18.1,70.9,6.4,0.0,23.9,54.9,18.0,0.0,47.1,0.0,not fire,Karnataka
29,1.0,2020.0,20.7,79.6,2.5,0.0,25.2,54.8,18.4,0.0,47.0,0.0,not fire,Odisha
29,1.0,2020.0,27.4,39.3,9.4,0.51,101.0,55.5,19.6,1.6,47.8,4.2,not fire,Rajasthan
29,1.0,2020.0,4.2,74.8,9.9,0.0,24.8,54.7,15.5,0.0,46.5,0.0,not fire,Jammu and Kashmir
29,1.0,2020.0,17.0,94.8,5.1,0.0,27.9,54.2,17.8,0.0,46.4,0.0,not fire,Kerala
29,1.0,2020.0,24.3,70.5,4.5,0.0,23.8,55.0,19.1,0.0,47.3,0.0,not fire,Tamil Nadu
1,2.0,2020.0,15.6,73.8,19.5,0.0,22.6,54.8,17.5,0.0,46.9,0.0,not fire,Uttarakhand
1,2.0,2020.0,8.8,69.8,9.6,0.0,24.1,54.8,16.3,0.0,46.7,0.0,not fire,Himachal Pradesh
1,2.0,2020.0,13.3,67.9,7.9,2.34,101.0,54.9,17.1,1.5,46.9,3.8,not fire,Madhya Pradesh
1,2.0,2020.0,21.7,51.0,10.5,0.88,101.0,55.2,18.6,1.7,47.5,4.4,not fire,Maharashtra
1,2.0,2020.0,18.9,67.5,1.9,0.0,24.8,55.0,18.1,0.0,47.2,0.0,not fire,Karnataka
1,2.0,2020.0,22.2,45.0,6.2,0.0,23.3,55.3,18.7,0.0,47.6,0.0,not fire,Odisha
1,2.0,2020.0,24.4,55.3,13.8,0.0,21.6,55.2,19.1,0.0,47.5,0.0,not fire,Rajasthan
1,2.0,2020.0,4.0,54.8,10.4,1.13,101.0,55.0,15.4,1.7,46.7,4.3,not fire,Jammu and Kashmir
1,2.0,2020.0,13.0,72.7,10.4,1.82,101.0,54.8,17.1,1.7,46.9,4.3,not fire,Kerala
1,2.0,2020.0,19.2,65.3,12.0,0.14,22.6,55.0,18.2,0.0,47.2,0.0,not fire,Tamil Nadu
8,2.0,2020.0,15.6,74.0,6.8,0.0,24.2,54.8,17.5,0.0,46.9,0.0,not fire,Uttarakhand
8,2.0,2020.0,10.9,74.6,3.2,0.0,25.3,54.7,16.7,0.0,46.7,0.0,not fire,Himachal Pradesh
8,2.0,2020.0,17.5,76.5,4.2,0.0,24.7,54.8,17.8,0.0,47.0,0.0,not fire,Madhya Pradesh
8,2.0,2020.0,18.5,63.5,9.2,0.0,23.0,55.0,18.0,0.0,47.2,0.0,not fire,Maharashtra
8,2.0,2020.0,15.5,58.9,10.7,0.0,22.9,55.0,17.5,0.0,47.1,0.0,not fire,Karnataka
8,2.0,2020.0,17.8,62.5,7.7,0.0,23.3,55.0,17.9,0.0,47.2,0.0,not fire,Odisha
8,2.0,2020.0,25.9,45.8,7.2,0.0,22.8,55.4,19.4,0.0,47.7,0.0,not fire,Rajasthan
8,2.0,2020.0,5.6,55.2,13.9,0.0,23.1,55.0,15.7,0.0,46.8,0.0,not fire,Jammu and Kashmir
8,2.0,2020.0,15.3,97.6,6.9,0.0,29.0,54.0,17.5,0.0,46.2,0.0,not fire,Kerala
8,2.0,2020.0,23.3,74.8,12.7,1.43,101.0,54.9,18.9,1.9,47.2,4.9,not fire,Tamil Nadu
15,2.0,2020.0,17.0,68.3,4.4,0.0,24.3,54.9,17.8,0.0,47.1,0.0,not fire,Uttarakhand
15,2.0,2020.0,9.8,80.1,14.0,0.0,24.4,54.6,16.5,0.0,46.6,0.0,not fire,Himachal Pradesh
15,2.0,2020.0,19.8,76.9,2.0,1.69,101.0,54.8,18.3,1.1,47.1,2.6,not fire,Madhya Pradesh
15,2.0,2020.0,18.8,66.5,0.0,0.0,26.1,55.0,18.1,0.0,47.2,0.0,not fire,Maharashtra
15,2.0,2020.0,16.7,61.1,7.8,0.16,23.4,55.0,17.7,0.0,47.2,0.0,not fire,Karnataka
15,2.0,2020.0,15.4,46.9,13.3,0.0,22.3,55.2,17.5,0.0,47.3,0.0,not fire,Odisha
15,2.0,2020.0,26.1,50.4,7.7,0.01,22.6,55.3,19.4,0.0,47.7,0.0,not fire,Rajasthan
15,2.0,2020.0,6.9,53.2,3.1,0.0,25.0,55.0,16.0,0.0,46.9,0.0,not fire,Jammu and Kashmir
15,2.0,2020.0,17.8,100.0,17.3,0.0,29.8,53.8,17.9,0.0,46.2,0.0,not fire,Kerala
15,2.0,2020.0,18.3,73.7,12.2,0.0,23.2,54.9,18.0,0.0,47.1,0.0,not fire,Tamil Nadu
22,2.0,2020.0,9.2,77.4,8.9,0.0,24.7,54.7,16.4,0.0,46.6,0.0,not fire,Uttarakhand
22,2.0,2020.0,10.7,82.6,9.1,0.0,25.2,54.6,16.6,0.0,46.6,0.0,not fire,Himachal Pradesh
22,2.0,2020.0,13.0,65.9,12.3,0.0,23.1,54.9,17.0,0.0,47.0,0.0,not fire,Madhya Pradesh
22,2.0,2020.0,15.3,53.4,9.0,0.0,23.1,55.1,17.5,0.0,47.2,0.0,not fire,Maharashtra
22,2.0,2020.0,23.8,68.9,9.6,0.02,22.8,55.0,19.0,0.0,47.3,0.0,not fire,Karnataka
22,2.0,2020.0,21.0,70.3,9.3,0.0,23.1,54.9,18.5,0.0,47.2,0.0,not fire,Odisha
22,2.0,2020.0,22.9,41.1,10.2,0.0,22.4,55.4,18.8,0.0,47.6,0.0,not fire,Rajasthan
22,2.0,2020.0,5.9,47.1,4.8,1.04,101.0,55.1,15.8,1.3,46.9,3.1,not fire,Jammu and Kashmir
22,2.0,2020.0,21.2,85.7,3.5,0.0,25.6,54.6,18.5,0.0,46.9,0.0,not fire,Kerala
22,2.0,2020.0,15.5,82.7,10.0,0.0,24.7,54.6,17.5,0.0,46.8,0.0,not fire,Tamil Nadu
29,2.0,2020.0,13.7,65.7,1.1,0.0,25.4,54.9,17.2,0.0,47.0,0.0,not fire,Uttarakhand
29,2.0,2020.0,3.2,85.9,2.8,0.0,27.1,54.4,15.3,0.0,46.2,0.0,not fire,Himachal Pradesh
29,2.0,2020.0,20.2,57.1,9.0,0.0,22.8,55.1,18.3,0.0,47.3,0.0,not fire,Madhya Pradesh
29,2.0,2020.0,18.9,59.3,16.0,1.05,101.0,55.1,18.1,2.3,47.3,5.8,not fire,Maharashtra
29,2.0,2020.0,16.4,65.2,4.7,0.0,24.1,55.0,17.7,0.0,47.1,0.0,not fire,Karnataka
29,2.0,2020.0,24.0,61.0,5.2,0.0,23.4,55.1,19.0,0.0,47.4,0.0,not fire,Odisha
29,2.0,2020.0,23.4,55.8,8.3,0.0,22.7,55.2,18.9,0.0,47.5,0.0,not fire,Rajasthan
29,2.0,2020.0,6.6,52.8,10.4,1.54,101.0,55.0,15.9,1.7,46.9,4.3,not fire,Jammu and Kashmir
29,2.0,2020.0,19.5,89.9,12.9,0.0,25.5,54.5,18.2,0.0,46.7,0.0,not fire,Kerala
29,2.0,2020.0,25.4,60.0,2.6,0.0,24.0,55.2,19.3,0.0,47.5,0.0,not fire,Tamil Nadu
1,3.0,2020.0,23.6,60.5,12.4,0.0,22.0,53.9,19.3,0.0,46.4,0.0,not fire,Uttarakhand
1,3.0,2020.0,22.6,45.6,6.4,0.0,23.2,54.1,19.1,0.0,46.6,0.0,not fire,Himachal Pradesh
1,3.0,2020.0,26.4,51.1,7.9,0.0,22.5,54.1,19.8,0.0,46.7,0.0,not fire,Madhya Pradesh
1,3.0,2020.0,30.8,23.9,11.4,4.28,3.9,54.6,21.9,0.0,47.4,0.0,not fire,Maharashtra
1,3.0,2020.0,37.1,36.7,14.0,0.0,20.9,54.5,21.7,0.0,47.3,0.0,not fire,Karnataka
1,3.0,2020.0,31.1,31.9,8.3,0.0,22.8,54.5,20.6,0.0,47.1,0.0,not fire,Odisha
1,3.0,2020.0,36.4,28.1,9.8,0.0,22.5,54.6,21.6,0.0,47.4,0.0,not fire,Rajasthan
1,3.0,2020.0,25.3,43.0,12.8,0.0,21.7,54.2,19.6,0.0,46.7,0.0,not fire,Jammu and Kashmir
1,3.0,2020.0,36.9,54.9,5.4,0.0,22.4,54.2,21.7,0.0,47.0,0.0,not fire,Kerala
1,3.0,2020.0,33.9,56.0,8.1,0.0,21.9,54.1,21.2,0.0,46.9,0.0,not fire,Tamil Nadu
8,3.0,2020.0,29.6,45.9,7.6,0.0,22.4,54.2,20.4,0.0,46.9,0.0,not fire,Uttarakhand
8,3.0,2020.0,21.5,25.7,7.1,0.0,24.2,54.4,18.9,0.0,46.8,0.0,not fire,Himachal Pradesh
8,3.0,2020.0,27.3,36.3,2.6,0.0,24.5,54.3,20.0,0.0,46.9,0.0,not fire,Madhya Pradesh
8,3.0,2020.0,33.6,38.4,11.2,1.2,101.0,54.4,21.1,1.8,47.1,4.5,not fire,Maharashtra
8,3.0,2020.0,36.0,59.8,14.3,0.0,20.6,54.1,21.5,0.0,46.9,0.0,not fire,Karnataka
8,3.0,2020.0,33.8,40.0,13.2,1.53,101.0,54.4,21.1,2.0,47.1,5.0,not fire,Odisha
8,3.0,2020.0,30.6,32.0,8.2,0.0,22.9,54.5,20.6,0.0,47.1,0.0,not fire,Rajasthan
8,3.0,2020.0,17.9,38.4,8.6,0.0,23.2,54.2,18.3,0.0,46.5,0.0,not fire,Jammu and Kashmir
8,3.0,2020.0,32.7,60.7,8.6,0.88,101.0,54.0,20.9,1.6,46.8,3.9,not fire,Kerala
8,3.0,2020.0,38.4,35.4,0.6,0.0,25.2,54.5,22.0,0.0,47.4,0.0,not fire,Tamil Nadu
15,3.0,2020.0,30.5,49.0,5.1,3.13,101.0,54.2,21.3,1.3,47.0,3.2,not fire,Uttarakhand
15,3.0,2020.0,25.9,47.6,1.4,1.54,101.0,54.1,19.7,1.1,46.7,2.5,not fire,Himachal Pradesh
15,3.0,2020.0,34.1,20.4,7.2,0.0,24.3,54.7,21.2,0.0,47.4,0.0,not fire,Madhya Pradesh
15,3.0,2020.0,29.7,37.2,4.7,1.73,101.0,54.4,20.4,1.3,47.0,3.1,not fire,Maharashtra
15,3.0,2020.0,29.3,37.9,1.7,1.12,101.0,54.3,20.3,1.1,47.0,2.6,not fire,Karnataka
15,3.0,2020.0,31.9,49.6,7.9,2.26,101.0,54.2,20.8,1.5,46.9,3.8,not fire,Odisha
15,3.0,2020.0,33.2,19.5,9.7,0.0,23.9,54.7,21.0,0.0,47.4,0.0,not fire,Rajasthan
15,3.0,2020.0,17.6,52.2,9.7,0.0,22.8,53.9,18.2,0.0,46.3,0.0,not fire,Jammu and Kashmir
15,3.0,2020.0,28.9,58.2,3.8,0.0,23.4,54.0,20.3,0.0,46.7,0.0,not fire,Kerala
15,3.0,2020.0,31.2,33.1,8.3,0.0,22.8,54.4,20.7,0.0,47.1,0.0,not fire,Tamil Nadu
22,3.0,2020.0,25.7,54.1,9.2,0.0,22.3,54.0,19.7,0.0,46.6,0.0,not fire,Uttarakhand
22,3.0,2020.0,20.2,51.4,0.0,0.55,101.0,54.0,18.7,1.0,46.4,2.2,not fire,Himachal Pradesh
22,3.0,2020.0,32.5,34.2,6.8,0.88,101.0,54.4,20.9,1.4,47.1,3.6,not fire,Madhya Pradesh
22,3.0,2020.0,32.3,31.4,8.1,0.0,22.9,54.5,20.9,0.0,47.2,0.0,not fire,Maharashtra
22,3.0,2020.0,38.1,27.7,7.0,0.99,101.0,54.6,21.9,1.4,47.5,3.6,not fire,Karnataka
22,3.0,2020.0,32.2,54.3,7.4,0.0,22.2,54.1,20.8,0.0,46.9,0.0,not fire,Odisha
